code,name,country,phone,uen,customer_type,address_location,address_unit_no,address_postal_code,address_office_number,poc_first_name,poc_last_name,email,credit_term
A0036,ANDREW LEE SUNG WEE,SINGAPORE,62239368 / 62217301,,Individual Owner,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET DUE
A0037,ACRE ENGINEERING PTE LTD,SINGAPORE,62239368 / 62217301,198400649H,Manufacturer,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET DUE
A0038,AIK SIM FISH PROCESSING FACTORY,SINGAPORE,62239368 / 62217301,53013842E,Individual Owner,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET DUE
A0039,ADK FAZA DISTRIBUTOR,SINGAPORE,62239368 / 62217301,,Individual Owner,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET DUE
A0040,AALST CHOCOLATE PTE LTD,SINGAPORE,62239368 / 62217301,200304178E,Individual Owner,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET DUE
A0041,AH BEE FROZEN FOOD,SINGAPORE,62239368 / 62217301,07127700E,Individual Owner,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET 30
A0042,ASIAN BLENDING PTE LTD,SINGAPORE,62239368 / 62217301,199204291K,Manufacturer,"61 SENG POH LANE
#01 - 01
SINGAPORE 160061
",01,160061,,,,,NET 30
A0043,ASEAN SEAFOOD CENTRE,SINGAPORE,,08183200A,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET DUE
A0044,ANNAMALAI S/O GUNASAKARAN,SINGAPORE,,,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET DUE
A0045,ATC 2005 PTE LTD,SINGAPORE,,200502175G,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET 30
A0046,ANG CHENG CHUA TRADING,SINGAPORE,,52984175D,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET DUE
A0047,APEX-PAL INTERNATIONAL  LTD,SINGAPORE,,199604816E,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET DUE
A0048,AH YAT SEAFOOD MARKET PTE LTD,SINGAPORE,,200107703K,Individual Owner,"10 ANSON ROAD, INTERNATIONAL PLAZA
#27 - 18
SINGAPORE 079903
",18,079903,,,,,NET DUE
A0049,AIRCOOL PTY (LTD),SINGAPORE,248-247882,,Individual Owner,"VICTORIA, MAHE,
SEYCHELLES 
SINGAPORE  -",, -,,,,,NET DUE
A0050,ACE LINK LOGISTIC PTE LTD,SINGAPORE,6880 9877,199202352M,Individual Owner,"1 SENOKO ROAD
SINGAPORE 758134
",,758134,,,,,NET 30
A0051,AAA ENGINEERING CC,NAMIBIA,0026464207649,,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0052,AT FRESH PTE LTD (USE B0014),NAMIBIA,0026464207649,200705414Z,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0053,AGRI-FOOD AND VETERINARY AUTHORITY,NAMIBIA,0026464207649,T08GB0003K ,,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0054,ANG KEE FISH TRADERS,NAMIBIA,0026464207649,36847400C,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET 30
A0055,ARRAY ENGINEERING AND CONSTRUCTION PTE LTD,NAMIBIA,0026464207649,198306084M,Manufacturer,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0056,AUSTRALIAN ICE TECHNOLOGIES PTY LTD,NAMIBIA,0026464207649,,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET 30
A0057,ASIA PACIFIC WINE HUB PTE LTD,NAMIBIA,0026464207649,200806444W,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0058,ANBROS INDUSTRIES (S) PTE LTD,NAMIBIA,0026464207649,199003207W,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET 30
A0059,ACCOUNTANT-GENERAL'S DEPARTMENT,NAMIBIA,0026464207649,,,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0060,AMBEWELA PRODUCTS (PVT) LTD,NAMIBIA,0026464207649,,,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0061,SG SAGAWA AMEROID PTE. LTD.,NAMIBIA,0026464207649,199100423D,Individual Owner,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET 30
A0062,AGILITY INTERNATIONAL LOGISTICS PTE LTD,NAMIBIA,0026464207649,199400396C,Distributor,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET 30
A0063,A1ICE PTE LTD,NAMIBIA,0026464207649,200919511M,,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0064,ALLSWELL MARKETING PTE LTD,NAMIBIA,0026464207649,200009691W,Distributor,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0065,ASIA PACIFIC OCEAN FROZEN FOOD PRODUCTS,NAMIBIA,0026464207649,52954310M,,"272 SAM NUJOMA AVENUE, WALVIS BAY
NAMIBIA 
NAMIBIA  - ",, - ,,,,,NET DUE
A0066,ASIA PACIFIC BREWERIES (S) PTE LTD,SINGAPORE,6861 6200,196200172Z,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET 30
A0067,ALFA INTERNATIONAL PTE LTD,SINGAPORE,6861 6200,197400542M,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0068,ABWIN TRADING PTE LTD,SINGAPORE,6861 6200,200517646M,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0069,ADEKA (SINGAPORE)PTE LTD,SINGAPORE,6861 6200,198802316C,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0072,ADVANCE COACH PTE LTD,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET 30
A0073,AUCKLAND AUTO AIR,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0074,ALVAS FOOD MANUFACTURE PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0075,AH TECK,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0076,ATLAS FOOD,SINGAPORE,6861 6200,39131500E,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0077,ALCANDA TRADING & SERVICES PTE LTD,SINGAPORE,6861 6200,200708377D,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0078,ADVANCED AQUARIUM TECHNOLOGIES,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0079,AAT,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0080,ARTIZEN PTE LTD,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0081,ASM AUTOMOTIVE SERVICES PTE LTD,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0082,ACE-WELD PTE LTD,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0083,ANG NGEE SENG IMPORT & EXPORT,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0084,ATLANTIC SUPPLIES & TRADING PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0085,AERO LAUNDRY & LINEN SERVICES,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0086,AWWA COMMUNITY HOME FOR SENIOR CITIZENS,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0087,ALAN LIEW,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0088,AUTO TRCH SERVICES CENTRE,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0089,ALLIANCE PHARM PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0090,ADIRECT SINGAPORE PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0091,ARGENTUM GROUP PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0092,ALL BIG,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0093,ALTIMEIS IV,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0094,AKITA ENGINEERING PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0095,ALL ZONE TRADERS PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0096,ANG SENG EGGS SUPPLIER,SINGAPORE,6861 6200,36795800K,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0097,AUTO BECKER AIR-CONDITIONING,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0098,AOYAMA FOOD TRADING PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0099,ANG KEE LOGISTICS PTE LTD,SINGAPORE,6861 6200,201231311H,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0100,ANGIE'S FRUIT PTE. LTD.,SINGAPORE,6861 6200,200711559M,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0101,A BEAUFORT HOTEL AT SENTOSA,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0102,AH KWEE TRANSPORT PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0103,ACME ALUMINIUM INDUSTRIES PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0104,AL ANSAR FOOD PRODUCTS PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0105,AINSUS SEVEN SERVICES LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0106,AYAM CHAMPION FOOD SDN BHD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0107,AMERICAN EQUIPMENT SERVICES PTE LTD,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0108,AJK ENGINEERING PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0109,ALOHA NANAS PTE LTD,SINGAPORE,6861 6200,200808752E,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0110,ASIA SQUARE TOWER 2 PTE LTD,SINGAPORE,6861 6200,200720692D,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET 30
A0111,AL-AZHAR EATING RESTAURANT PTE LTD,SINGAPORE,6861 6200,200305688G,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0112,ABS TRANSPORTATION PTE.LTD.,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0113,AMRICCO ENGINEERING AND TRADING PTE LTD,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0114,ADMIRA PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0115,ASCENDAS FRASERS PTE. LTD.,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0116,AVA GLOBAL PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0117,AGAPE LOGISTICS PTE LTD,SINGAPORE,6861 6200,200814279G,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0118,AUTOMOTIVE ENGINEERING AND MANAGEMENT DIVISION,SINGAPORE,6861 6200,Na,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0119,AUTO-3 SOLUTION PTE. LTD.,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0120,"ARMENIA-CANADIAN JV ""GRAND CANDY"" CO LTD",SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0121,ALAMANDA SINGAPORE PTE LTD,SINGAPORE,6861 6200,200715914K,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0122,ABSOLUTE FOCUS PTE LTD,SINGAPORE,6861 6200,201205162E,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0123,AI MUAY MANAGEMENT PTE LTD,SINGAPORE,6861 6200,200202827R,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0124,AURUM MESTIKA SEJATI PTE LTD,SINGAPORE,6861 6200,200201057C,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0125,ARYZTA SINGAPORE PTE LTD,SINGAPORE,6861 6200,201016965C,Manufacturer,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0126,AIK SOON HARDWARE PTE,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0127,ATSUSHI PTE LTD,SINGAPORE,6861 6200,201416498N,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0128,ANG TIAN HOCK TRADING PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0129,AEROHUB LOGISTICS PTE LTD,SINGAPORE,6861 6200,200410773N,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0130,AUTO GEAR PTE LTD,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0131,ASM FROZEN FOOD PTE LTD,SINGAPORE,6861 6200,201020265Z,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0132,ABWIN BUS PTE LTD,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0133,ALTERNATIVE SELECTION PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0134,ACCORD AUTO SERVICES PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0135,ASSOCIATE & UNITED DISTRIBUTORS PTE LTD,SINGAPORE,6861 6200,198905526R,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0136,AUD ASSOCIATE & UNITED DISTRIBUTORS PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0137,ASIAN FLAVORS PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0138,AUTOFRIEND SERVICES,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0139,AURIC PACIFIC FOOD MANUFACTURING PTE. LTD.,SINGAPORE,6861 6200,117802966G,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET 30
A0140,ACALUTION PTE LTD,SINGAPORE,6861 6200,201436965M,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0141,AROMA CHEMICAL PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0142,ACCISE ENGINEERING PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0143,ACES NURSING SERVICES PTE LTD,SINGAPORE,6861 6200,201314527M,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0144,AION  LOGISTICS PTE LTD,SINGAPORE,6861 6200,201307352W,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0145,ANTS LOGISTIC PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0146,ALLIANCE COLD STORAGE PTE LTD,SINGAPORE,6861 6200,200508486M,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0147,ARC MARINE PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0148,AH SUPPLY & TRADING,SINGAPORE,6861 6200,,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0149,ACEZ INSTRUMENTS PTE LTD,SINGAPORE,6861 6200,,Service Workshop,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0150,APPLIED LOGISTICS PTE LTD,SINGAPORE,6861 6200,,Fleet Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0151,AMALCO AUTO,SINGAPORE,6861 6200,52826164M,Distributor,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0152,ADM ASIA PACIFIC TRADING PTE LTD,SINGAPORE,6861 6200,197601775R,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET 30
A0153,AUTO 51 PTE LTD,SINGAPORE,6861 6200,,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0154,ADAPTIVE ENGINEERING PTE LTD,SINGAPORE,6861 6200,,,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0155,AGRI VEG PTE LTD,SINGAPORE,6861 6200,201704849Z,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
A0156,ARTIZAN CONCEPTS INTERNATIONAL PTE LTD,SINGAPORE,6861 6200,201530065G,Individual Owner,"459 JALAN AHMAD IBRAHIM
SINGAPORE 639934
",,639934,,,,,NET DUE
