E0026,"51 BUKIT BATOK CRESCENT ,  
# 08 - 05
UNITY CENTRE ,  
SINGAPORE 658077 51 BUKIT BATOK CRESCENT ,   08 05 UNITY CENTRE ,   SINGAPORE",5,51,658077,6898 2556,1,1
E0027,"1072 EUNOS AVE 5
# 01
SINGAPORE 409751 1072 EUNOS AVE 5 01    SINGAPORE",NULL,1072,409751,6741 2000,1,1
E0028,"19 PIONEER ROAD NORTH,
#01 - 100/101/102
SINGAPORE 628466
 19 PIONEER ROAD NORTH, 01 100/101/102   SINGAPORE",100/101/102,19,628466,6261 0690(SALES)/6266 0211(A/C),1,1
E0029,"43 SUNGEI KADUT STREET ,
SINGAPORE 729348 43 SUNGEI KADUT STREET ,      SINGAPORE",,43,729348,6369 0990,1,1
E0030,"16 KALLANG PLACE 
# 04
SINGAPORE 339156 16 KALLANG PLACE  04    SINGAPORE",NULL,16,339156,6844 5155,1,1
E0031,"10 ANSON ROAD  ,
#10 - 06
SINGAPORE 079903
 10 ANSON ROAD  , 10 06 INTERNATIONAL PLAZA  SINGAPORE",6,10,79903,9833 6781,1,1
E0032,"58 SUNGEI KADUT STREET 1
SINGAPORE 729361 58 SUNGEI KADUT STREET 1      SINGAPORE",,58,729361,6365 2800,1,1
E0033,"818 WOODLANDS ST 82,
# 05
SINGAPORE 730818 818 WOODLANDS ST 82, 05    SINGAPORE",NULL,818,730818,9640 7339 / 9665 7601,1,1
E0034,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
 39 SUNGEI KADUT AVENUE     SINGAPORE",,39,729663,6459 3311,1,1
F0002,"100 SHUEIRO-CHO, ISESAKI-SHI
JAPAN  100 SHUEIRO-CHO, ISESAKI-SHI       JAPAN", ,100,,03-3347-2492,1,1
F0003,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE  3 PIONEER ROAD NORTH, 01    SINGAPORE",NULL,3,NULL,2617697,1,1
F0004,"21 GUL AVENUE
SINGAPORE 629661 21 GUL AVENUE      SINGAPORE",,21,629661,8616611,1,1
F0005,"120 HILLVIEW AVENUE ,  
# 02 - 05
 KEWALRAM HILLVIEW   
SINGAPORE 2366 120 HILLVIEW AVENUE ,   02 05  KEWALRAM HILLVIEW    SINGAPORE",5,120,2366,7601766,1,1
F0006,"51 GOLDHILL PLAZA 
# 08 - 12/01
SINGAPORE 308900 51 GOLDHILL PLAZA  08 12/01   SINGAPORE",1-Dec,51,308900,6255 4778,1,1
F0007,"3 KALLANG WAY 2A , FONG TAT BUILDING
SINGAPORE 347493 3 KALLANG WAY 2A , FONG TAT BUILDING       SINGAPORE", ,3,347493,6749 5997 / 67492278 [A/C],1,1
F0008," ROOM 19C, 
LOCKHART CTR.,
301-307 LOCKHART ROAD,
WAN CHAI .
 HONG KONG
  ROOM 19C, 
LOCKHART CTR.,
301-307 LOCKHART ROAD,   WAN CHAI  HONG KONG",,,.,,1,1
F0009,"26 SOUTHERN BLVD. 
NESCONSET NEW YORK
USA  26 SOUTHERN BLVD.     NESCONSET NEW YORK USA",,26,NULL,631-3609727,1,1
F0010,"54 VIA TRIVULZIA, 
MESE (SO)
ITALY 23020 54 VIA TRIVULZIA,       MESE (SO) ITALY", ,54,23020,39-0343-43103,1,1
F0011,"75 RUE DE RICHELIEU
PARIS
FRANCE 75002 75 RUE DE RICHELIEU     PARIS FRANCE",,75,75002,01-42-969406,1,1
F0012,"5063 ANG MO KIO INDUSTRIAL PARK 2 
# 01 - 1365
SINGAPORE 569566 5063 ANG MO KIO INDUSTRIAL PARK 2  01 1365   SINGAPORE",1365,5063,569566,6481 8600,1,1
F0013,"5 KIAN TECK WAY
SINGAPORE 628733 5 KIAN TECK WAY      SINGAPORE",,5,628733,6264 3881,1,1
F0014," Via Barbare Melzi,
#  -  
 I-20027
RESCALDINA(MI) ITALY
  Via Barbare Melzi,      RESCALDINA(MI) ITALY", ,,I-20027,+39 0331 742201,1,1
F0015,"1080 JALAN SRI PUTRI 3/1, TAMAN PUTRI KULAI,
KULAI, JOHOR JOHOR BAHRU
MALAYSIA 81000 1080 JALAN SRI PUTRI 3/1, TAMAN PUTRI KULAI,     KULAI, JOHOR JOHOR BAHRU MALAYSIA", ,1080,81000,07-662 3845 / 07-662 3846,1,1
F0016,"7030 Ang Mo Kio Avenue 5
##04 - 05/06
SINGAPORE 569880
 7030 Ang Mo Kio Avenue 5 #04 05/06 Northstar @ AMK  SINGAPORE",6-May,7030,569880,6484 5550,1,1
F0017,"5 KIAN TECK WAY
SINGAPORE 628733
 5 KIAN TECK WAY      SINGAPORE",,5,628733,6265 8961,1,1
F0018,"13A TECK PARK CRESCENT , TUAS TECHPARK
SINGAPORE 637843 13A TECK PARK CRESCENT , TUAS TECHPARK       SINGAPORE", ,13A,637843,65588133 DID: 6558 8134,1,1
F0019,"51 PENJURU ROAD,    
# 03 - 00
FREIGHT LINK EXPRESS LOGISTICENTRE  
SINGAPORE 609143 51 PENJURU ROAD,     03 00 FREIGHT LINK EXPRESS LOGISTICENTRE   SINGAPORE",0,51,609143,6267 5511,1,1
F0020,"CNR GALAXY AVE & ELECTRON STR , LINBRO BUSINESS PARK,
SANDTON JOHANNESBURY
SOUTH AFRICA   CNR GALAXY AVE & ELECTRON STR , LINBRO BUSINESS PARK,     SANDTON JOHANNESBURY SOUTH AFRICA", ,,,+27 82 680 6767 / +27 11 608 0911 / +27 82881 922,1,1
F0021,"214 PANDAN LOOP
SINGAPORE 128405 214 PANDAN LOOP      SINGAPORE",,214,128405,6210 8108,1,1
F0022,"504 JURONG WEST STREET 51
#01 - 223
SINGAPORE 640504
 504 JURONG WEST STREET 51 01 223   SINGAPORE",223,504,640504,9644 4383,1,1
F0023,"52 KIAN TECK ROAD,
SINGAPORE 628789
 52 KIAN TECK ROAD,     SINGAPORE",,52,628789,6265 4137,1,1
G0001," 18 TUAS AVENUE 10,
SINGAPORE 639142
  18 TUAS AVENUE 10,     SINGAPORE",,,639142,6861 0007/6864 0939,1,1
G0002,"230 UPPER BUKIT TIMAH ROAD,   
# 01
 BUKIT TIMAH IND. COMPLEX,  
SINGAPORE 588188 230 UPPER BUKIT TIMAH ROAD,    01   BUKIT TIMAH IND. COMPLEX,   SINGAPORE",NULL,230,588188,4666418,1,1
G0003,"283 JALAN BESAR,
SINGAPORE 208946 283 JALAN BESAR,      SINGAPORE",,283,208946,2983255/2983985,1,1
G0004,"15 BENOI SECTOR, JURONG TOWN.
SINGAPORE 629849 15 BENOI SECTOR, JURONG TOWN.      SINGAPORE",,15,629849,2654011,1,1
G0005,"1/1A SIANG KUANG AVENUE
SINGAPORE 347919 1/1A SIANG KUANG AVENUE      SINGAPORE",,1/1A,347919,2830900,1,1
G0006,"194 PANDAN LOOP ,PANTECH BUSINESS HUB
#01 - 16
SINGAPORE 128383
 194 PANDAN LOOP ,PANTECH BUSINESS HUB 01 16 PANTECH BUSINESS HUB  SINGAPORE",16,194,128383,6773 6008,1,1
G0007,"3 TAI SENG DRIVE , GEC BUILDING 
SINGAPORE 535216 3 TAI SENG DRIVE , GEC BUILDING        SINGAPORE", ,3,535216,3828233,1,1
G0008,"350 ORCHARD ROAD ,    
SINGAPORE 238868
 350 ORCHARD ROAD ,      08 SHAW HOUSE   SINGAPORE",8,350,238868,6747 0350,1,1
G0009,"2 HANDY ROAD ,   
CATHAY BLDG.  
SINGAPORE 339233 2 HANDY ROAD ,      CATHAY BLDG.   SINGAPORE",NULL,2,339233,93081453,1,1
G0010,"25 TAGORE LANE , SINGAPORE G BUILDING,
#03 - 01B
SINGAPORE 787602
 25 TAGORE LANE , SINGAPORE G BUILDING, 03 01B   SINGAPORE",01B,25,787602,6754 8966,1,1
G0011,"2 TUAS BASIN LINK,
SINGAPORE 638756
 2 TUAS BASIN LINK,      SINGAPORE",,2,638756,6862 1011,1,1
G0012,"18 TUAS AVENUE 10,
SINGAPORE 639142
 18 TUAS AVENUE 10,     SINGAPORE",,18,639142,6316 3000,0,0
G0013,"10 UPPER ALJUNIED LINK,
#03 - 03/04/05
SINGAPORE 367904
 10 UPPER ALJUNIED LINK, 03 03/04/05 YORK INT'L IND. BUILDING,  SINGAPORE",3/4/2005,10,367904,6289 6011,1,1
G0014,"60 BENOI ROAD,
SINGAPORE 629906 60 BENOI ROAD,       SINGAPORE", ,60,629906,65603183,1,1
G0015," NO. 21, JALAN DAMAI KASIH 7, ALAM DAMAI,
CHERAS 56000 KUALA LUMPUR. MALAYSIA
 56000
KUALA LUMPUR MALAYSIA
  NO. 21, JALAN DAMAI KASIH 7, ALAM DAMAI,
CHERAS 56000 KUALA LUMPUR. MALAYSIA    KUALA LUMPUR MALAYSIA",,,56000,6012- 281 2552,1,1
G0016,"41 JALAN DESA SERDANG 3,
DESA SERDANG, SELANGOR
MALAYSIA 43300 41 JALAN DESA SERDANG 3,     DESA SERDANG, SELANGOR MALAYSIA", ,41,43300,03-8943-688,1,1
G0017,"15 NEW BRIDGE ROAD , ROCHA HOUSE
SINGAPORE  15 NEW BRIDGE ROAD , ROCHA HOUSE       SINGAPORE", ,15,NULL,6536 6632,1,1
G0018,"162 BUKIT MERAH CENTRAL 
SINGAPORE 150162
 162 BUKIT MERAH CENTRAL  03    SINGAPORE",,162,150162,6532 7088,1,1
G0019,"351 JURONG EAST ST 31,
# 01
SINGAPORE 600351 351 JURONG EAST ST 31, 01    SINGAPORE",NULL,351,600351,6567 9338,1,1
G0020,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
 21 TUAS SOUTH STREET 1,      SINGAPORE",,21,638032,6641 13/14,1,1
H0001," 27A BLOCK 5,JURONG PORT ROAD,
#01 - 22
SINGAPORE 619101
  27A BLOCK 5,JURONG PORT ROAD, 01 22   SINGAPORE",22,,619101,6261 0002,1,1
H0002,"681 RACE COURSE ROAD,
#01 - 313
SINGAPORE 210681
 681 RACE COURSE ROAD, 01 313   SINGAPORE",313,681,210681,6296 0714 / 0715,1,1
H0003,"5 PIONEER ROAD NORTH,
#01 - 28
SINGAPORE 628458
 5 PIONEER ROAD NORTH, 01 28   SINGAPORE",28,5,628458,2657530,1,1
H0004," BOX 620 CHANGI AIRFREIGHT CENTRE
SINGAPORE 918104
  BOX 620 CHANGI AIRFREIGHT CENTRE      SINGAPORE",,,918104,543-0933,1,1
H0005,"71-A JOO KOON CIRCLE, JURONG IND. ESTATE
SINGAPORE 629089 71-A JOO KOON CIRCLE, JURONG IND. ESTATE       SINGAPORE", ,71-A,629089,8622568,1,1
H0006,"21 UBI ROAD 1,
#03 - 01
SINGAPORE 408724
 21 UBI ROAD 1, 03 01   SINGAPORE",1,21,408724,68442222,1,1
H0007,       ,NULL,NULL,NULL,NULL,1,1
H0008,"25 PIONEER ROAD NORTH
#01 - 128
SINGAPORE 628469
 25 PIONEER ROAD NORTH 01 128   SINGAPORE",128,25,628469,6264 0228,1,1
H0009,"82 JOO KOON CIRCLE
SINGAPORE 629101 82 JOO KOON CIRCLE     SINGAPORE",,82,629101,,1,1
H0010,"113 KING GEORGE'S AVE
# 01 - 02
SINGAPORE 208560 113 KING GEORGE'S AVE 01 02   SINGAPORE",2,113,208560,299 9808,1,1
H0011,"101 KITCHENER ROAD, JALAN BESAR PLAZA
#01 - 12/14
SINGAPORE 208511
 101 KITCHENER ROAD, JALAN BESAR PLAZA 01 12/14   SINGAPORE",14-Dec,101,208511,6296 7711,1,1
H0012,"5 JURONG PORT ROAD
# 01
SINGAPORE 619101 5 JURONG PORT ROAD 01    SINGAPORE",NULL,5,619101,62617666,1,1
H0013,"19 DICKSON ROAD
SINGAPORE 209503 19 DICKSON ROAD      SINGAPORE",,19,209503,6292 5430,1,1
H0014,"67 AYER RAJAH CRESCENT ,   
#07 - 01
SINGAPORE 139950
 67 AYER RAJAH CRESCENT ,    07 01 AYER RAJAH INDUSTRIAL ESTATE   SINGAPORE",1,67,139950,67790228,1,1
H0015,"17/17A/17B NEIL ROAD,
SINGAPORE 088812
 17/17A/17B NEIL ROAD,     SINGAPORE",,17/17A/17B,88812,6222 2223,1,1
H0017,"2 WOODLANDS SECTOR 1,   
SINGAPORE 738068
 2 WOODLANDS SECTOR 1,    03  WOODLANDS SPECTRUM,   SINGAPORE",,2,738068,6752 8052,1,1
H0019," 19 GUL CRESCENT,
SINGAPORE 629528
  19 GUL CRESCENT,     SINGAPORE",,,629528,6922 3882,1,1
H0020,"2 KALLANG AVE ,    
# 09
KALLANG BAHRU COMPLEX   
SINGAPORE 339407 2 KALLANG AVE ,     09  KALLANG BAHRU COMPLEX    SINGAPORE",NULL,2,339407,6294 5411,1,1
H0021,"7 PIONEER PLACE
SINGAPORE 627824
 7 PIONEER PLACE     SINGAPORE",,7,627824,6898 5566,1,1
H0022,"67 AYER RAJAH CRESCENT
# 07 - 01
SINGAPORE  67 AYER RAJAH CRESCENT 07 01   SINGAPORE",1,67,NULL,67790228,1,1
H0023,"WERNHER ¡§C V .- BRAUN-STR. 6
Wallenhorst Fon WALLENHORST
GERMANY   WERNHER ¡§C V .- BRAUN-STR. 6    Wallenhorst Fon WALLENHORST GERMANY",,,,+49-54 07/89 0-111,1,1
H0024,"2 GUL STREET 4
SINGAPORE  2 GUL STREET 4      SINGAPORE",,2,NULL,6861 8600,1,1
H0025,"401 COMMONWEALTH DRIVE,  
HAW PAR TECHNO CENTRE
#03 - 01/02
SINGAPORE 149598
 401 COMMONWEALTH DRIVE,  
HAW PAR TECHNO CENTRE 03 01/02   SINGAPORE",2-Jan,401,149598,6266 0100,1,1
H0026,"20 WOODLANDS LINK ,    
# 01 - 014
WOODLANDS EAST IND.ESTATE  
SINGAPORE 738733 20 WOODLANDS LINK ,     01 014 WOODLANDS EAST IND.ESTATE   SINGAPORE",14,20,738733,6756 2321/6525/4656,1,1
H0027,"24 WIELANDSTRASSE,
KIRCHHEIM KIRCHHEIM-OTLINGEN.
GERMANY 73230 24 WIELANDSTRASSE,    KIRCHHEIM KIRCHHEIM-OTLINGEN. GERMANY",,24,73230,(07021) 3642,1,1
H0028,"12 PHOENIX ROAD, PHOENIX HEIGHTS
SINGAPORE 668162 12 PHOENIX ROAD, PHOENIX HEIGHTS       SINGAPORE", ,12,668162,67656282 H/P:90226238,1,1
H0029,"11 TUAS AVENUE 3,
SINGAPORE 639410
 11 TUAS AVENUE 3,      SINGAPORE",,11,639410,6862 2421/9457 5635,1,1
H0030,"25 LORONG 27A GEYLANG ,  
# 03 - 06
TIANG LIM ASSOCIATION   
SINGAPORE  25 LORONG 27A GEYLANG ,   03 06 TIANG LIM ASSOCIATION    SINGAPORE",6,25,,6746 1421,1,1
H0031,"30 KAKI BUKIT ROAD 3,   
# 07 - 09
EMPIRE TECHNO  
SINGAPORE 417819 30 KAKI BUKIT ROAD 3,    07 09 EMPIRE TECHNO   SINGAPORE",9,30,417819,6283 8385,1,1
H0032,"62 KAKI BUKIT INDUSTRIAL TERRACE
SINGAPORE 416142
 62 KAKI BUKIT INDUSTRIAL TERRACE      SINGAPORE",,62,416142,6284 7757,1,1
H0033,"11 PIONEER ROAD NORTH
SINGAPORE 628462
 11 PIONEER ROAD NORTH 01    SINGAPORE",,11,628462,6515 1258,1,1
H0034,"20 SUNGEI KADUT AVENUE
SINGAPORE 729655
 20 SUNGEI KADUT AVENUE      SINGAPORE",,20,729655,6366 4988/ 9635 4988(H/P),1,1
H0035,"7 KRANJI LOOP,
SINGAPORE 739543 7 KRANJI LOOP,      SINGAPORE",,7,739543,6366 2255,1,1
H0036,"57 LORONG H,   
#03 - 01
SINGAPORE 426065
 57 LORONG H,    03 01 TELOK KURAU,   SINGAPORE",1,57,426065,6346 0247/9172 6068,1,1
H0037,"401 TIANYUAN ROAD , A104 JIANHAO BUSINESS BUILDING
GUANGZHOU
CHINA  401 TIANYUAN ROAD , A104 JIANHAO BUSINESS BUILDING      GUANGZHOU CHINA", ,401,,0086-20-37082069,1,1
H0038,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
 5031 ANG MO KIO IND PARK 2, 01 243   SINGAPORE",243,5031,569534,6481 7425,1,1
HJ001,"82 JOO KOON CIRCLE
SINGAPORE 629101 82 JOO KOON CIRCLE      SINGAPORE",,82,629101,,1,1
I0001,"73 & 75 OWEN ROAD,
SINGAPORE 218893
 73 & 75 OWEN ROAD,     SINGAPORE",,73 & 75,218893,62930760/62922660,1,1
I0002,"3 PEMIMPIN DRIVE,   
# 07 - 05
LIP HING IND. BLDG,   
SINGAPORE 576147 3 PEMIMPIN DRIVE,    07 05 LIP HING IND. BLDG,    SINGAPORE",5,3,576147,3541626,1,1
I0003,"1001 JALAN BUKIT MERAH ,   
#02 -  '04/06
SINGAPORE 159455
 1001 JALAN BUKIT MERAH ,    02  '04/06 REDHILL INDUSTRIAL ESTATE    SINGAPORE", '04/06,1001,159455,2732768/9/4259,1,1
I0004,"152 BEACH ROAD,    
# 00
GATEWAY EAST  
SINGAPORE 189721 152 BEACH ROAD,      00 GATEWAY EAST   SINGAPORE",0,152,189721,2940188,1,1
I0005,"3 JALAN 6B KAWASAN MIEL BALAKON
CHERAS JAYA SELANGOR
MALAYSIA 43200 3 JALAN 6B KAWASAN MIEL BALAKON     CHERAS JAYA SELANGOR MALAYSIA", ,3,43200,9050898/9050841,1,1
I0006,       ,NULL,NULL,NULL,NULL,1,1
I0007,"1036 EUNOS AVENUE 4
#01 - 64
SINGAPORE 409790
 1036 EUNOS AVENUE 4 01 64   SINGAPORE",64,1036,409790,6745 5810,1,1
I0008,"81 TUAS AVE 1
SINGAPORE 639516 81 TUAS AVE 1      SINGAPORE",,81,639516,6543 0330,1,1
I0009,"131 JURONG STREET 13
SINGAPORE 
 131 JURONG STREET 13 03    SINGAPORE",,131,,68936615,1,1
I0010,"6 GENTING ROAD, JUBILEE INDUSTRIAL BUILDING ,
#06 - 00
SINGAPORE 349471
 6 GENTING ROAD, JUBILEE INDUSTRIAL BUILDING , 06 00   SINGAPORE",0,6,349471,6844 5464,1,1
I0011,"246 MACPHERSON ROAD,BETIME BUILDING
#04 - 01
SINGAPORE 348578
 246 MACPHERSON ROAD,BETIME BUILDING 04 01   SINGAPORE",1,246,348578,6454 4608,1,1
I0012,"19 TANNERY ROAD
SINGAPORE 347730
 19 TANNERY ROAD     SINGAPORE",,19,347730,6842 4348,1,1
I0013,"195 PEARL'S HILL TERRACE,
# 03
SINGAPORE 168976 195 PEARL'S HILL TERRACE, 03    SINGAPORE",NULL,195,168976,,1,1
I0014,"64 SENOKO ROAD,
SINGAPORE 758126
 64 SENOKO ROAD,      SINGAPORE",,64,758126,6257 1219,1,1
I0015,"2 JOO KOON CIRCLE
SINGAPORE 629031
 2 JOO KOON CIRCLE     SINGAPORE",,2,629031,6266 6155,1,1
I0016,"10 UBI CRESCENT,    
# 06 - 03
LOBBY A, UBI TECH PARK  
SINGAPORE 408564 10 UBI CRESCENT,     06 03 LOBBY A, UBI TECH PARK   SINGAPORE",3,10,408564,,1,1
I0017,"15 SHAW ROAD, 
#03 - 02
SINGAPORE 367953
 15 SHAW ROAD,  03 02   SINGAPORE",2,15,367953,6487 1411,1,1
I0018,"386 JALAN AHMAD IBRAHIM
SINGAPORE 629156
 386 JALAN AHMAD IBRAHIM      SINGAPORE",,386,629156,6266 6322,1,1
I0019,"10 UBI CRESCENT, LOBBY D
#06 - 60
SINGAPORE 408564
 10 UBI CRESCENT, LOBBY D 06 60 UBI TECHPARK,  SINGAPORE",60,10,408564,6862 1362 MS NG,1,1
I0020,"511 KAMPONG BAHRU ROAD
KEPPEL DISTRIPARK
##01 - 06/07
SINGAPORE 099447
 511 KAMPONG BAHRU ROAD
KEPPEL DISTRIPARK #01 06/07   SINGAPORE",7-Jun,511,99447,6225 3391,1,1
I0021,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
 458 ANG MO KIO AVE 5, 06 30 NORTHSTAR @AMK  SINGAPORE",30,458,680458,6570 3826,1,1
J0001,"9 PIONEER ROAD NORTH
# 01
SINGAPORE 628461 9 PIONEER ROAD NORTH 01    SINGAPORE",NULL,9,628461,2613762/2617697,1,1
J0002,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE 628457 3 PIONEER ROAD NORTH, 01    SINGAPORE",NULL,3,628457,2640593,1,1
J0003,       ,NULL,NULL,NULL,NULL,1,1
J0004,"27A JURONG PORT ROAD,
SINGAPORE 619101
 27A JURONG PORT ROAD, 01    SINGAPORE",,27A,619101,2655868/5603505,1,1
J0005,"57 JALAN BESAR
SINGAPORE 208809
 57 JALAN BESAR      SINGAPORE",,57,208809,6294 5934 / 6294 9403,1,1
J0006,"P.O BOX 525 SINGAPORE CHANGI AIRPORT
SINGAPORE 918101  P.O BOX 525 SINGAPORE CHANGI AIRPORT       SINGAPORE", ,,918101,5425144,1,1
J0007,"220 TAGORE LANE ,     
# 04 - 07
LIBERTY WAREHOUSE  
SINGAPORE 787600 220 TAGORE LANE ,      04 07 LIBERTY WAREHOUSE   SINGAPORE",7,220,787600,5535488,1,1
J0008,"10 JALAN BESAR , SIM LIM TOWER
#09 - 04
SINGAPORE 208787
 10 JALAN BESAR , SIM LIM TOWER 09 04   SINGAPORE",4,10,208787,6391 1088,1,1
J0009,"35 GENTING ROAD,
SINGAPORE 349483
 35 GENTING ROAD,      SINGAPORE",,35,349483,6742 5516,1,1
J0010,"385 SIN MING DRIVE,
SINGAPORE 575718
 385 SIN MING DRIVE,     SINGAPORE",,385,575718,6458 4555,1,1
J0011,"30 BENOI ROAD ,
SINGAPORE 629900 30 BENOI ROAD ,      SINGAPORE",,30,629900,6368 9991,1,1
J0012,"TEBAN GARDEN POST OFFICE ,  P.O.BOX 641
SINGAPORE 916002  TEBAN GARDEN POST OFFICE ,  P.O.BOX 641       SINGAPORE", ,,916002,6268 3549/6268 1043,1,1
J0013,"8 JURONG TOWN HALL ROAD,   
# 01/02/03
 THE JTC SUMMIT,  
SINGAPORE 609434 8 JURONG TOWN HALL ROAD,     01/02/03  THE JTC SUMMIT,   SINGAPORE",1/2/2003,8,609434,6861 1000,1,1
J0014,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
 2021 BUKIT BATOK IND. PARK A, STREET 23 01 200   SINGAPORE",200,2021,659526,6561 6761,1,1
K0001,"20 BUKIT BATOK CRESCENT ,   
# 05
ENTERPRISE CENTRE  
SINGAPORE 658080 20 BUKIT BATOK CRESCENT ,    05  ENTERPRISE CENTRE   SINGAPORE",NULL,20,658080,65697811,1,1
K0002,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE 628457 3 PIONEER ROAD NORTH, 01    SINGAPORE",NULL,3,628457,2642189,1,1
K0003,"749 JURONG WEST STREET 73
# 03
SINGAPORE 640749 749 JURONG WEST STREET 73 03    SINGAPORE",NULL,749,640749,62666806,1,1
K0004,"3 PIONEER ROAD NORTH
# 01
SINGAPORE 628457 3 PIONEER ROAD NORTH 01    SINGAPORE",NULL,3,628457,2657826,1,1
K0005,       ,NULL,NULL,NULL,NULL,1,1
K0006,"11 PIONEER ROAD NORTH
SINGAPORE 628462
 11 PIONEER ROAD NORTH 01    SINGAPORE",,11,628462,6261 8600,1,1
K0007,"10 ADMIRALTY STREET ,NORTH LINK BUILDING
#01 - 28
SINGAPORE 757695
 10 ADMIRALTY STREET ,NORTH LINK BUILDING 01 28   SINGAPORE",28,10,757695,64812005,1,1
K0008,"621 ALJUNIED ROAD,    
#02 - 08
SINGAPORE 389834
 621 ALJUNIED ROAD,     02 08 LIPO FACTORY  SINGAPORE",8,621,389834,7474258,1,1
K0009,"23525 W.EAMES STREET
#  -  
CHANNAHON 
 USA
 23525 W.EAMES STREET     CHANNAHON  USA", ,23525,,800-435-0080,1,1
K0010,"9 TUAS LINK 1
SINGAPORE 638587
 9 TUAS LINK 1      SINGAPORE",,9,638587,6863 3681,1,1
K0011,"57 PENJURU ROAD
SINGAPORE 609141 57 PENJURU ROAD      SINGAPORE",,57,609141,2618621,1,1
K0012,"10 JALAN BESAR ,  SIM LIM TOWER 
SINGAPORE 208787
 10 JALAN BESAR ,  SIM LIM TOWER  01    SINGAPORE",,10,208787,62968720,1,1
K0013,"5 CHANGI SOUTH STREET 3
SINGAPORE 486117
 5 CHANGI SOUTH STREET 3      SINGAPORE",,5,486117,6287 5866,1,1
K0014,"261 WATERLOO STREET 
# 01
SINGAPORE  261 WATERLOO STREET  01    SINGAPORE",NULL,261,NULL,62991269,1,1
K0015,"74 SUNGEI KADUT STREET 01
SINGAPORE  74 SUNGEI KADUT STREET 01     SINGAPORE",,74,NULL,63657853,1,1
K0016,"5 PEREIRA ROAD,
ASIAWIDE INDUSTRIAL BUILDING
#07 - 04
SINGAPORE 368025
 5 PEREIRA ROAD,
ASIAWIDE INDUSTRIAL BUILDING 07 04   SINGAPORE",4,5,368025,6291 4000,1,1
K0017,"101 WOODLANDS INDUSTRIAL PARK E5,E-TERRACE,
SINGAPORE 757522
 101 WOODLANDS INDUSTRIAL PARK E5,E-TERRACE,     SINGAPORE",,101,757522,6453 6656,1,1
K0018,"38 WOODLANDS INDUSTRIAL PARK E1
#04 - 04
SINGAPORE 757700
 38 WOODLANDS INDUSTRIAL PARK E1 04 04   SINGAPORE",4,38,757700,6314 4346,1,1
K0019,"81 TECH PARK CRESENT , TUAS TECH PARK
#  -  
SINGAPORE 638067
 81 TECH PARK CRESENT , TUAS TECH PARK       SINGAPORE", ,81,638067,6885 7733,1,1
K0020,"14 DEFU LANE 4
SINGAPORE 539416 14 DEFU LANE 4      SINGAPORE", ,14,539416,6281 0409,1,1
K0021,"151 LORONG CHUAN , LOBBY B    
# 05 - 01
NEW TECH PARK   
SINGAPORE 556741 151 LORONG CHUAN , LOBBY B     05 01 NEW TECH PARK    SINGAPORE",1,151,556741,9830 7548,1,1
K0022,"152 BEACH ROAD ,    
# 05
GATEWAY EAST  
SINGAPORE  152 BEACH ROAD ,      05 GATEWAY EAST   SINGAPORE",5,152,NULL,63967180,1,1
K0023,"13 PIONEER ROAD NORTH
#01 - 73
SINGAPORE 628463
 13 PIONEER ROAD NORTH 01 73   SINGAPORE",73,13,628463,6265 7810,1,1
K0024,"852 JURONG WEST ST. 81
#05 - 315
SINGAPORE 640852
 852 JURONG WEST ST. 81 05 315   SINGAPORE",315,852,640852,6862 0430 /0161,1,1
K0025,"221 BOON LAY PLACE,
BOON LAY SHOPPING CENTRE
#01 - 238
SINGAPORE 640221
 221 BOON LAY PLACE,
BOON LAY SHOPPING CENTRE 01 238   SINGAPORE",238,221,640221,6268 0401,1,1
K0026,"120 LOWER DELTA ROAD , CENDEX CENTRE
#04 - 10
SINGAPORE 169208
 120 LOWER DELTA ROAD , CENDEX CENTRE 04 10   SINGAPORE",10,120,169208,6337 2666,1,1
K0027,"17 NEYTHAL ROAD,
SINGAPORE 628582
 17 NEYTHAL ROAD,      SINGAPORE",,17,628582,6261 2630,1,1
K0028,"49 PANDAN ROAD
SINGAPORE 609290 49 PANDAN ROAD      SINGAPORE",,49,609290,6264 7842,1,1
K0029,"75 JALAN DERMAWAN
SINGAPORE 669026 75 JALAN DERMAWAN      SINGAPORE",,75,669026,6766 8911,1,1
K0030,"13 PIONEER ROAD NORTH
#01 - 72
SINGAPORE 628463
 13 PIONEER ROAD NORTH 01 72   SINGAPORE",72,13,628463,6268 9081,1,1
K0031," KING GEORGE'S AVE
SINGAPORE 
  KING GEORGE'S AVE 01    SINGAPORE",,,,6296 7376/ 6294 9194,1,1
K0032," 10, TOA PAYOH INDUSTIAL PARK
#01 - 1221
SINGAPORE 319062
  10, TOA PAYOH INDUSTIAL PARK 01 1221   SINGAPORE",1221,,319062,62535052,1,1
L0001,"44 KIAN TECK ROAD,
SINGAPORE 628785 44 KIAN TECK ROAD,      SINGAPORE",,44,628785,2620688,1,1
